purchase_order_id,revision_no,status,employee_id,vendor_id,ship_method_id,order_date,ship_date,sub_total,tax_amt,freight,total_due,modified_date
1933,4,4,250,1572,1,2/10/2014 0:00,2/19/2014 0:00,461.79,36.9432,11.5448,510.278,2/19/2014 0:00
1934,4,4,254,1562,4,2/10/2014 0:00,2/19/2014 0:00,253.323,20.2658,6.3331,279.9219,2/19/2014 0:00
1935,4,4,257,1662,2,2/10/2014 0:00,2/19/2014 0:00,37.0755,2.966,0.9269,40.9684,2/19/2014 0:00
1936,4,4,261,1682,4,2/10/2014 0:00,2/19/2014 0:00,21558.075,1724.646,538.9519,23821.6729,2/19/2014 0:00
1937,4,4,251,1686,4,2/10/2014 0:00,2/19/2014 0:00,710.325,56.826,17.7581,784.9091,2/19/2014 0:00
1938,4,4,253,1684,5,2/10/2014 0:00,2/19/2014 0:00,86220.75,6897.66,2155.5188,95273.9288,2/19/2014 0:00
1939,4,4,255,1534,4,2/10/2014 0:00,2/19/2014 0:00,235.9035,18.8723,5.8976,260.6734,2/19/2014 0:00
1940,4,4,256,1614,5,2/10/2014 0:00,2/19/2014 0:00,428.4,34.272,10.71,473.382,2/19/2014 0:00
1941,7,4,259,1588,5,2/10/2014 0:00,2/19/2014 0:00,40471.2,3237.696,1011.78,44720.676,2/19/2014 0:00
1942,4,4,260,1622,5,2/10/2014 0:00,2/19/2014 0:00,272.4435,21.7955,6.8111,301.0501,2/19/2014 0:00
1943,4,4,258,1632,4,2/10/2014 0:00,2/19/2014 0:00,23671.725,1893.738,591.7931,26157.2561,2/19/2014 0:00
1944,4,4,254,1608,5,2/10/2014 0:00,2/19/2014 0:00,5948.25,475.86,148.7063,6572.8163,2/19/2014 0:00
1945,4,4,257,1576,5,2/11/2014 0:00,2/20/2014 0:00,91117.95,7289.436,2277.9488,100685.3348,2/20/2014 0:00
1946,4,4,261,1590,1,2/11/2014 0:00,2/20/2014 0:00,525,42,13.125,580.125,2/20/2014 0:00
1947,4,4,251,1514,5,2/11/2014 0:00,2/20/2014 0:00,2003.6835,160.2947,50.0921,2214.0703,2/20/2014 0:00
1948,4,4,253,1498,4,2/11/2014 0:00,2/20/2014 0:00,26455.275,2116.422,661.3819,29233.0789,2/20/2014 0:00
1949,4,4,255,1674,2,2/11/2014 0:00,2/20/2014 0:00,944.37,75.5496,23.6093,1043.5289,2/20/2014 0:00
1950,4,4,256,1652,4,2/11/2014 0:00,2/20/2014 0:00,48186.6,3854.928,1204.665,53246.193,2/20/2014 0:00
1951,4,4,252,1578,5,2/11/2014 0:00,2/20/2014 0:00,26720.925,2137.674,668.0231,29526.6221,2/20/2014 0:00
1952,5,4,260,1538,5,2/11/2014 0:00,2/20/2014 0:00,37843.575,3027.486,946.0894,41817.1504,2/20/2014 0:00
1953,4,4,258,1556,4,2/11/2014 0:00,2/20/2014 0:00,25531.275,2042.502,638.2819,28212.0589,2/20/2014 0:00
1954,4,4,254,1554,5,2/11/2014 0:00,2/20/2014 0:00,278.838,22.307,6.971,308.116,2/20/2014 0:00
1955,4,4,257,1688,4,2/11/2014 0:00,2/20/2014 0:00,125.748,10.0598,3.1437,138.9515,2/20/2014 0:00
1956,4,4,261,1580,5,2/11/2014 0:00,2/20/2014 0:00,150.7905,12.0632,3.7698,166.6235,2/20/2014 0:00
1957,4,4,250,1496,5,2/11/2014 0:00,2/20/2014 0:00,776.79,62.1432,19.4198,858.353,2/20/2014 0:00
1958,4,4,253,1494,2,2/11/2014 0:00,2/20/2014 0:00,8847.3,707.784,221.1825,9776.2665,2/20/2014 0:00
1959,4,4,255,1650,5,2/11/2014 0:00,2/20/2014 0:00,171.0765,13.6861,4.2769,189.0395,2/20/2014 0:00
1960,4,4,256,1654,4,2/11/2014 0:00,2/20/2014 0:00,20397.3,1631.784,509.9325,22539.0165,2/20/2014 0:00
1961,4,4,259,1664,3,2/12/2014 0:00,2/21/2014 0:00,14628.075,1170.246,365.7019,16164.0229,2/21/2014 0:00
1962,4,4,260,1678,3,2/12/2014 0:00,2/21/2014 0:00,33350.625,2668.05,833.7656,36852.4406,2/21/2014 0:00
1963,4,4,258,1616,5,2/12/2014 0:00,2/21/2014 0:00,414.855,33.1884,10.3714,458.4148,2/21/2014 0:00
1964,4,4,254,1492,5,2/12/2014 0:00,2/21/2014 0:00,278.838,22.307,6.971,308.116,2/21/2014 0:00
1965,4,4,252,1602,5,2/12/2014 0:00,2/21/2014 0:00,1796.0355,143.6828,44.9009,1984.6192,2/21/2014 0:00
1966,4,4,261,1540,4,2/12/2014 0:00,2/21/2014 0:00,489.069,39.1255,12.2267,540.4212,2/21/2014 0:00
1967,4,4,251,1628,5,2/12/2014 0:00,2/21/2014 0:00,34644.225,2771.538,866.1056,38281.8686,2/21/2014 0:00
1968,4,4,253,1604,4,2/12/2014 0:00,2/21/2014 0:00,1839.5055,147.1604,45.9876,2032.6535,2/21/2014 0:00
1969,4,4,255,1690,5,2/12/2014 0:00,2/21/2014 0:00,146.286,11.7029,3.6572,161.6461,2/21/2014 0:00
1970,4,4,256,1566,5,2/12/2014 0:00,2/21/2014 0:00,102.564,8.2051,2.5641,113.3332,2/21/2014 0:00
1971,4,4,259,1698,5,2/12/2014 0:00,2/21/2014 0:00,150.7905,12.0632,3.7698,166.6235,2/21/2014 0:00
1972,4,4,260,1560,5,2/12/2014 0:00,2/21/2014 0:00,13669.425,1093.554,341.7356,15104.7146,2/21/2014 0:00
1973,4,4,258,1692,5,2/12/2014 0:00,2/21/2014 0:00,9948.33,795.8664,248.7083,10992.9047,2/21/2014 0:00
1974,4,4,254,1696,2,2/12/2014 0:00,2/21/2014 0:00,28343.7,2267.496,708.5925,31319.7885,2/21/2014 0:00
1975,4,4,257,1504,1,2/12/2014 0:00,2/21/2014 0:00,551.88,44.1504,13.797,609.8274,2/21/2014 0:00
1976,4,4,261,1544,1,2/12/2014 0:00,2/21/2014 0:00,6987.75,559.02,174.6938,7721.4638,2/21/2014 0:00
1977,4,4,251,1530,2,2/13/2014 0:00,2/22/2014 0:00,28072.275,2245.782,701.8069,31019.8639,2/22/2014 0:00
1978,4,4,253,1508,1,2/13/2014 0:00,2/22/2014 0:00,37312.275,2984.982,932.8069,41230.0639,2/22/2014 0:00
1979,4,4,255,1694,1,2/13/2014 0:00,2/22/2014 0:00,7623,609.84,190.575,8423.415,2/22/2014 0:00
1980,4,4,256,1624,2,2/13/2014 0:00,2/22/2014 0:00,28297.5,2263.8,707.4375,31268.7375,2/22/2014 0:00
1981,4,4,259,1548,2,2/13/2014 0:00,2/22/2014 0:00,59.9445,4.7956,1.4986,66.2387,2/22/2014 0:00
1982,4,4,260,1598,4,2/13/2014 0:00,2/22/2014 0:00,234.6435,18.7715,5.8661,259.2811,2/22/2014 0:00
1983,4,4,258,1658,5,2/13/2014 0:00,2/22/2014 0:00,43878.45,3510.276,1096.9613,48485.6873,2/22/2014 0:00
1984,4,4,254,1536,4,2/13/2014 0:00,2/22/2014 0:00,247.2435,19.7795,6.1811,273.2041,2/22/2014 0:00
1985,4,4,257,1568,2,2/13/2014 0:00,2/22/2014 0:00,49376.25,3950.1,1234.4063,54560.7563,2/22/2014 0:00
1986,4,4,261,1648,5,2/13/2014 0:00,2/22/2014 0:00,142.4115,11.3929,3.5603,157.3647,2/22/2014 0:00
1987,4,4,251,1646,2,2/13/2014 0:00,2/22/2014 0:00,48030.675,3842.454,1200.7669,53073.8959,2/22/2014 0:00
1988,4,4,253,1672,5,2/13/2014 0:00,2/22/2014 0:00,39258.45,3140.676,981.4613,43380.5873,2/22/2014 0:00
1989,4,4,252,1600,1,2/13/2014 0:00,2/22/2014 0:00,1276.275,102.102,31.9069,1410.2839,2/22/2014 0:00
1990,4,4,256,1522,1,2/13/2014 0:00,2/22/2014 0:00,2003.925,160.314,50.0981,2214.3371,2/22/2014 0:00
1991,4,4,259,1570,4,2/13/2014 0:00,2/22/2014 0:00,22516.725,1801.338,562.9181,24880.9811,2/22/2014 0:00
1992,4,4,260,1516,1,2/13/2014 0:00,2/22/2014 0:00,454.86,36.3888,11.3715,502.6203,2/22/2014 0:00
1993,4,4,258,1506,5,2/14/2014 0:00,2/23/2014 0:00,43878.45,3510.276,1096.9613,48485.6873,2/23/2014 0:00
1994,4,4,254,1626,2,2/14/2014 0:00,2/23/2014 0:00,7132.125,570.57,178.3031,7880.9981,2/23/2014 0:00
1995,4,4,257,1542,2,2/14/2014 0:00,2/23/2014 0:00,28343.7,2267.496,708.5925,31319.7885,2/23/2014 0:00
1996,4,4,261,1610,4,2/14/2014 0:00,2/23/2014 0:00,22516.725,1801.338,562.9181,24880.9811,2/23/2014 0:00
1997,4,4,251,1638,5,2/14/2014 0:00,2/23/2014 0:00,34644.225,2771.538,866.1056,38281.8686,2/23/2014 0:00
1998,4,4,253,1582,5,2/14/2014 0:00,2/23/2014 0:00,656.586,52.5269,16.4147,725.5276,2/23/2014 0:00
1999,4,4,255,1510,5,2/14/2014 0:00,2/23/2014 0:00,143.0415,11.4433,3.576,158.0608,2/23/2014 0:00
2000,4,4,252,1526,2,2/14/2014 0:00,2/23/2014 0:00,28199.325,2255.946,704.9831,31160.2541,2/23/2014 0:00
2001,4,4,259,1644,1,2/14/2014 0:00,2/23/2014 0:00,3713.325,297.066,92.8331,4103.2241,2/23/2014 0:00
2002,4,4,260,1680,5,2/14/2014 0:00,2/23/2014 0:00,43878.45,3510.276,1096.9613,48485.6873,2/23/2014 0:00
2003,4,4,258,1584,5,2/14/2014 0:00,2/23/2014 0:00,9799.65,783.972,244.9913,10828.6133,2/23/2014 0:00
2004,4,3,250,1620,5,2/14/2014 0:00,2/23/2014 0:00,5711.475,456.918,142.7869,6311.1799,2/23/2014 0:00
2005,4,4,257,1666,4,2/14/2014 0:00,2/23/2014 0:00,111.5415,8.9233,2.7885,123.2533,2/23/2014 0:00
2006,4,4,261,1592,2,2/14/2014 0:00,2/23/2014 0:00,97.965,7.8372,2.4491,108.2513,2/23/2014 0:00
2007,4,4,251,1618,4,2/14/2014 0:00,2/23/2014 0:00,114.471,9.1577,2.8618,126.4905,2/23/2014 0:00
2008,4,4,253,1612,4,2/14/2014 0:00,2/23/2014 0:00,132.6465,10.6117,3.3162,146.5744,2/23/2014 0:00
2009,5,4,255,1586,5,2/17/2014 0:00,2/26/2014 0:00,43878.45,3510.276,1096.9613,48485.6873,2/26/2014 0:00
2010,4,4,256,1500,1,2/17/2014 0:00,2/26/2014 0:00,418.95,33.516,10.4738,462.9398,2/26/2014 0:00
2011,4,4,259,1656,5,2/17/2014 0:00,2/26/2014 0:00,566.0865,45.2869,14.1522,625.5256,2/26/2014 0:00
2012,4,4,260,1572,1,2/17/2014 0:00,2/26/2014 0:00,461.79,36.9432,11.5448,510.278,2/26/2014 0:00
2013,4,4,258,1562,4,2/17/2014 0:00,2/26/2014 0:00,377.055,30.1644,9.4264,416.6458,2/26/2014 0:00
2014,4,4,254,1662,2,2/17/2014 0:00,2/26/2014 0:00,37.0755,2.966,0.9269,40.9684,2/26/2014 0:00
2015,4,4,257,1682,4,2/17/2014 0:00,2/26/2014 0:00,21558.075,1724.646,538.9519,23821.6729,2/26/2014 0:00
2016,4,4,261,1686,4,2/17/2014 0:00,2/26/2014 0:00,552.2265,44.1781,13.8057,610.2103,2/26/2014 0:00
2017,4,4,251,1684,5,2/17/2014 0:00,2/26/2014 0:00,86220.75,6897.66,2155.5188,95273.9288,2/26/2014 0:00
2018,4,4,253,1534,5,2/17/2014 0:00,2/26/2014 0:00,696.528,55.7222,17.4132,769.6634,2/26/2014 0:00
2019,4,4,255,1614,4,2/17/2014 0:00,2/26/2014 0:00,663.453,53.0762,16.5863,733.1155,2/26/2014 0:00
2020,4,4,256,1588,5,2/17/2014 0:00,2/26/2014 0:00,40471.2,3237.696,1011.78,44720.676,2/26/2014 0:00
2021,4,4,259,1622,4,2/17/2014 0:00,2/26/2014 0:00,259.8435,20.7875,6.4961,287.1271,2/26/2014 0:00
2022,4,4,250,1632,5,2/17/2014 0:00,2/26/2014 0:00,38421.075,3073.686,960.5269,42455.2879,2/26/2014 0:00
2023,4,4,258,1608,5,2/17/2014 0:00,2/26/2014 0:00,5948.25,475.86,148.7063,6572.8163,2/26/2014 0:00
2024,4,4,254,1576,5,2/17/2014 0:00,2/26/2014 0:00,91117.95,7289.436,2277.9488,100685.3348,2/26/2014 0:00
2025,4,4,257,1590,1,2/19/2014 0:00,2/28/2014 0:00,525,42,13.125,580.125,2/28/2014 0:00
2026,4,4,261,1514,5,2/19/2014 0:00,2/28/2014 0:00,2003.6835,160.2947,50.0921,2214.0703,2/28/2014 0:00
2027,4,4,251,1498,4,2/19/2014 0:00,2/28/2014 0:00,26455.275,2116.422,661.3819,29233.0789,2/28/2014 0:00
2028,4,4,253,1674,2,2/19/2014 0:00,2/28/2014 0:00,944.37,75.5496,23.6093,1043.5289,2/28/2014 0:00
2029,4,4,255,1652,1,2/19/2014 0:00,2/28/2014 0:00,3401.475,272.118,85.0369,3758.6299,2/28/2014 0:00
2030,4,4,256,1578,3,2/19/2014 0:00,2/28/2014 0:00,62843.55,5027.484,1571.0888,69442.1228,2/28/2014 0:00
2031,4,4,259,1538,5,2/19/2014 0:00,2/28/2014 0:00,37843.575,3027.486,946.0894,41817.1504,2/28/2014 0:00
2032,4,4,260,1556,4,2/19/2014 0:00,2/28/2014 0:00,25531.275,2042.502,638.2819,28212.0589,2/28/2014 0:00
2033,4,4,250,1554,5,2/19/2014 0:00,2/28/2014 0:00,415.3275,33.2262,10.3832,458.9369,2/28/2014 0:00
2034,4,4,254,1688,4,2/19/2014 0:00,2/28/2014 0:00,125.748,10.0598,3.1437,138.9515,2/28/2014 0:00
2035,4,4,257,1580,5,2/19/2014 0:00,2/28/2014 0:00,150.7905,12.0632,3.7698,166.6235,2/28/2014 0:00
2036,4,4,261,1496,4,2/19/2014 0:00,2/28/2014 0:00,484.407,38.7526,12.1102,535.2698,2/28/2014 0:00
2037,4,4,251,1494,2,2/19/2014 0:00,2/28/2014 0:00,8847.3,707.784,221.1825,9776.2665,2/28/2014 0:00
2038,4,4,253,1650,5,2/19/2014 0:00,2/28/2014 0:00,171.0765,13.6861,4.2769,189.0395,2/28/2014 0:00
2039,4,4,255,1654,4,2/19/2014 0:00,2/28/2014 0:00,20397.3,1631.784,509.9325,22539.0165,2/28/2014 0:00
2040,4,4,256,1664,3,2/19/2014 0:00,2/28/2014 0:00,14628.075,1170.246,365.7019,16164.0229,2/28/2014 0:00
2041,4,4,259,1678,4,2/20/2014 0:00,3/1/2014 0:00,25334.925,2026.794,633.3731,27995.0921,3/1/2014 0:00
2042,4,4,260,1616,5,2/20/2014 0:00,3/1/2014 0:00,272.4435,21.7955,6.8111,301.0501,3/1/2014 0:00
2043,4,4,258,1492,5,2/20/2014 0:00,3/1/2014 0:00,415.3275,33.2262,10.3832,458.9369,3/1/2014 0:00
2044,4,4,254,1602,5,2/20/2014 0:00,3/1/2014 0:00,270.8055,21.6644,6.7701,299.24,3/1/2014 0:00
2045,4,4,257,1540,4,2/20/2014 0:00,3/1/2014 0:00,1814.6835,145.1747,45.3671,2005.2253,3/1/2014 0:00
2046,4,4,261,1628,5,2/20/2014 0:00,3/1/2014 0:00,34644.225,2771.538,866.1056,38281.8686,3/1/2014 0:00
2047,4,4,251,1604,4,2/20/2014 0:00,3/1/2014 0:00,1839.5055,147.1604,45.9876,2032.6535,3/1/2014 0:00
2048,4,4,253,1690,5,2/20/2014 0:00,3/1/2014 0:00,146.286,11.7029,3.6572,161.6461,3/1/2014 0:00
2049,4,4,255,1566,5,2/20/2014 0:00,3/1/2014 0:00,102.564,8.2051,2.5641,113.3332,3/1/2014 0:00
2050,4,4,256,1698,5,2/20/2014 0:00,3/1/2014 0:00,150.7905,12.0632,3.7698,166.6235,3/1/2014 0:00
2051,4,4,252,1560,5,2/20/2014 0:00,3/1/2014 0:00,13669.425,1093.554,341.7356,15104.7146,3/1/2014 0:00
2052,4,4,260,1692,5,2/20/2014 0:00,3/1/2014 0:00,6444.9,515.592,161.1225,7121.6145,3/1/2014 0:00
2053,4,4,258,1696,4,2/20/2014 0:00,3/1/2014 0:00,50860.425,4068.834,1271.5106,56200.7696,3/1/2014 0:00
2054,4,4,254,1504,1,2/20/2014 0:00,3/1/2014 0:00,551.88,44.1504,13.797,609.8274,3/1/2014 0:00
2055,4,4,257,1544,1,2/20/2014 0:00,3/1/2014 0:00,6987.75,559.02,174.6938,7721.4638,3/1/2014 0:00
2056,4,4,261,1530,2,2/20/2014 0:00,3/1/2014 0:00,28072.275,2245.782,701.8069,31019.8639,3/1/2014 0:00
2057,4,4,250,1508,1,2/21/2014 0:00,3/2/2014 0:00,37312.275,2984.982,932.8069,41230.0639,3/2/2014 0:00
2058,4,4,253,1694,1,2/21/2014 0:00,3/2/2014 0:00,7623,609.84,190.575,8423.415,3/2/2014 0:00
2059,4,4,255,1624,2,2/21/2014 0:00,3/2/2014 0:00,28297.5,2263.8,707.4375,31268.7375,3/2/2014 0:00
2060,4,4,256,1548,2,2/21/2014 0:00,3/2/2014 0:00,59.9445,4.7956,1.4986,66.2387,3/2/2014 0:00
2061,4,4,259,1598,5,2/21/2014 0:00,3/2/2014 0:00,222.0435,17.7635,5.5511,245.3581,3/2/2014 0:00
2062,4,4,260,1658,5,2/21/2014 0:00,3/2/2014 0:00,43878.45,3510.276,1096.9613,48485.6873,3/2/2014 0:00
2063,5,4,258,1536,4,2/21/2014 0:00,3/2/2014 0:00,345.555,27.6444,8.6389,381.8383,3/2/2014 0:00
2064,4,4,254,1568,2,2/21/2014 0:00,3/2/2014 0:00,15153.6,1212.288,378.84,16744.728,3/2/2014 0:00
2065,4,4,252,1648,5,2/21/2014 0:00,3/2/2014 0:00,142.4115,11.3929,3.5603,157.3647,3/2/2014 0:00
2066,4,4,261,1646,2,2/21/2014 0:00,3/2/2014 0:00,48030.675,3842.454,1200.7669,53073.8959,3/2/2014 0:00
2067,4,4,251,1672,4,2/21/2014 0:00,3/2/2014 0:00,823.41,65.8728,20.5853,909.8681,3/2/2014 0:00
2068,4,4,253,1600,1,2/21/2014 0:00,3/2/2014 0:00,1276.275,102.102,31.9069,1410.2839,3/2/2014 0:00
2069,4,4,255,1522,1,2/21/2014 0:00,3/2/2014 0:00,2003.925,160.314,50.0981,2214.3371,3/2/2014 0:00
2070,4,4,256,1570,2,2/21/2014 0:00,3/2/2014 0:00,50860.425,4068.834,1271.5106,56200.7696,3/2/2014 0:00
2071,4,4,259,1516,1,2/21/2014 0:00,3/2/2014 0:00,454.86,36.3888,11.3715,502.6203,3/2/2014 0:00
2072,5,4,260,1506,5,2/21/2014 0:00,3/2/2014 0:00,43878.45,3510.276,1096.9613,48485.6873,3/2/2014 0:00
2073,4,4,258,1626,2,2/24/2014 0:00,3/5/2014 0:00,7132.125,570.57,178.3031,7880.9981,3/5/2014 0:00
2074,4,4,254,1542,2,2/24/2014 0:00,3/5/2014 0:00,28343.7,2267.496,708.5925,31319.7885,3/5/2014 0:00
2075,4,4,257,1610,4,2/24/2014 0:00,3/5/2014 0:00,22516.725,1801.338,562.9181,24880.9811,3/5/2014 0:00
2076,4,4,261,1638,5,2/24/2014 0:00,3/5/2014 0:00,34644.225,2771.538,866.1056,38281.8686,3/5/2014 0:00
2077,6,4,251,1582,4,2/24/2014 0:00,3/5/2014 0:00,364.9275,29.1942,9.1232,403.2449,3/5/2014 0:00
2078,4,4,253,1510,5,2/24/2014 0:00,3/5/2014 0:00,143.0415,11.4433,3.576,158.0608,3/5/2014 0:00
2079,4,4,255,1526,2,2/24/2014 0:00,3/5/2014 0:00,28199.325,2255.946,704.9831,31160.2541,3/5/2014 0:00
2080,4,4,256,1644,1,2/24/2014 0:00,3/5/2014 0:00,3713.325,297.066,92.8331,4103.2241,3/5/2014 0:00
2081,4,4,259,1680,4,2/24/2014 0:00,3/5/2014 0:00,19952.625,1596.21,498.8156,22047.6506,3/5/2014 0:00
2082,4,4,260,1584,5,2/24/2014 0:00,3/5/2014 0:00,6540.66,523.2528,163.5165,7227.4293,3/5/2014 0:00
2083,6,4,258,1620,5,2/24/2014 0:00,3/5/2014 0:00,5711.475,456.918,142.7869,6311.1799,3/5/2014 0:00
2084,4,4,254,1666,5,2/24/2014 0:00,3/5/2014 0:00,279.783,22.3826,6.9946,309.1602,3/5/2014 0:00
2085,4,4,257,1592,2,2/24/2014 0:00,3/5/2014 0:00,97.965,7.8372,2.4491,108.2513,3/5/2014 0:00
2086,4,4,261,1618,4,2/24/2014 0:00,3/5/2014 0:00,114.471,9.1577,2.8618,126.4905,3/5/2014 0:00
2087,4,4,251,1612,4,2/24/2014 0:00,3/5/2014 0:00,132.6465,10.6117,3.3162,146.5744,3/5/2014 0:00
2088,4,4,253,1586,5,2/24/2014 0:00,3/5/2014 0:00,43878.45,3510.276,1096.9613,48485.6873,3/5/2014 0:00
2089,4,4,252,1500,1,2/25/2014 0:00,3/6/2014 0:00,418.95,33.516,10.4738,462.9398,3/6/2014 0:00
2090,4,4,256,1656,4,2/25/2014 0:00,3/6/2014 0:00,404.145,32.3316,10.1036,446.5802,3/6/2014 0:00
2091,4,4,259,1572,1,2/25/2014 0:00,3/6/2014 0:00,461.79,36.9432,11.5448,510.278,3/6/2014 0:00
2092,4,4,260,1562,4,2/25/2014 0:00,3/6/2014 0:00,247.2435,19.7795,6.1811,273.2041,3/6/2014 0:00
2093,4,4,258,1662,2,2/25/2014 0:00,3/6/2014 0:00,37.0755,2.966,0.9269,40.9684,3/6/2014 0:00
2094,4,4,254,1682,4,2/25/2014 0:00,3/6/2014 0:00,21558.075,1724.646,538.9519,23821.6729,3/6/2014 0:00
2095,4,4,257,1686,5,2/25/2014 0:00,3/6/2014 0:00,533.547,42.6838,13.3387,589.5695,3/6/2014 0:00
2096,4,4,261,1684,5,2/25/2014 0:00,3/6/2014 0:00,86220.75,6897.66,2155.5188,95273.9288,3/6/2014 0:00
2097,4,4,251,1534,5,2/25/2014 0:00,3/6/2014 0:00,776.79,62.1432,19.4198,858.353,3/6/2014 0:00
2098,4,4,253,1614,4,2/25/2014 0:00,3/6/2014 0:00,136.647,10.9318,3.4162,150.995,3/6/2014 0:00
2099,4,4,255,1588,5,2/25/2014 0:00,3/6/2014 0:00,40471.2,3237.696,1011.78,44720.676,3/6/2014 0:00
2100,4,4,252,1622,5,2/25/2014 0:00,3/6/2014 0:00,427.455,34.1964,10.6864,472.3378,3/6/2014 0:00
2101,4,4,259,1632,4,2/25/2014 0:00,3/6/2014 0:00,23671.725,1893.738,591.7931,26157.2561,3/6/2014 0:00
2102,4,4,260,1608,5,2/25/2014 0:00,3/6/2014 0:00,5948.25,475.86,148.7063,6572.8163,3/6/2014 0:00
2103,5,4,258,1576,5,2/25/2014 0:00,3/6/2014 0:00,91117.95,7289.436,2277.9488,100685.3348,3/6/2014 0:00
2104,4,3,250,1590,1,2/25/2014 0:00,3/6/2014 0:00,525,42,13.125,580.125,3/6/2014 0:00
2105,4,4,257,1514,5,2/26/2014 0:00,3/7/2014 0:00,2003.6835,160.2947,50.0921,2214.0703,3/7/2014 0:00
2106,4,4,261,1498,4,2/26/2014 0:00,3/7/2014 0:00,26455.275,2116.422,661.3819,29233.0789,3/7/2014 0:00
2107,4,4,251,1674,2,2/26/2014 0:00,3/7/2014 0:00,944.37,75.5496,23.6093,1043.5289,3/7/2014 0:00
2108,4,4,253,1652,4,2/26/2014 0:00,3/7/2014 0:00,51588.075,4127.046,1289.7019,57004.8229,3/7/2014 0:00
2109,4,4,255,1578,3,2/26/2014 0:00,3/7/2014 0:00,62843.55,5027.484,1571.0888,69442.1228,3/7/2014 0:00
2110,4,4,256,1538,5,2/26/2014 0:00,3/7/2014 0:00,37843.575,3027.486,946.0894,41817.1504,3/7/2014 0:00
2111,4,4,259,1556,4,2/26/2014 0:00,3/7/2014 0:00,25531.275,2042.502,638.2819,28212.0589,3/7/2014 0:00
2112,4,4,260,1554,5,2/26/2014 0:00,3/7/2014 0:00,272.7585,21.8207,6.819,301.3982,3/7/2014 0:00
2113,4,4,258,1688,4,2/26/2014 0:00,3/7/2014 0:00,125.748,10.0598,3.1437,138.9515,3/7/2014 0:00
2114,4,4,254,1580,5,2/26/2014 0:00,3/7/2014 0:00,150.7905,12.0632,3.7698,166.6235,3/7/2014 0:00
2115,4,4,257,1496,4,2/26/2014 0:00,3/7/2014 0:00,111.5415,8.9233,2.7885,123.2533,3/7/2014 0:00
2116,4,4,261,1494,2,2/26/2014 0:00,3/7/2014 0:00,8847.3,707.784,221.1825,9776.2665,3/7/2014 0:00
2117,4,4,251,1650,5,2/26/2014 0:00,3/7/2014 0:00,171.0765,13.6861,4.2769,189.0395,3/7/2014 0:00
2118,4,4,253,1654,4,2/26/2014 0:00,3/7/2014 0:00,20397.3,1631.784,509.9325,22539.0165,3/7/2014 0:00
2119,4,4,255,1664,3,2/26/2014 0:00,3/7/2014 0:00,14628.075,1170.246,365.7019,16164.0229,3/7/2014 0:00
2120,4,4,256,1678,3,2/26/2014 0:00,3/7/2014 0:00,58685.55,4694.844,1467.1388,64847.5328,3/7/2014 0:00
2121,4,4,259,1616,4,2/27/2014 0:00,3/8/2014 0:00,500.5665,40.0453,12.5142,553.126,3/8/2014 0:00
2122,4,4,250,1492,5,2/27/2014 0:00,3/8/2014 0:00,272.7585,21.8207,6.819,301.3982,3/8/2014 0:00
2123,4,4,258,1602,5,2/27/2014 0:00,3/8/2014 0:00,1525.23,122.0184,38.1308,1685.3792,3/8/2014 0:00
2124,4,4,254,1540,4,2/27/2014 0:00,3/8/2014 0:00,260.1585,20.8127,6.504,287.4752,3/8/2014 0:00
2125,4,4,257,1628,5,2/27/2014 0:00,3/8/2014 0:00,34644.225,2771.538,866.1056,38281.8686,3/8/2014 0:00
2126,4,4,261,1604,4,2/27/2014 0:00,3/8/2014 0:00,1839.5055,147.1604,45.9876,2032.6535,3/8/2014 0:00
2127,4,4,251,1690,5,2/27/2014 0:00,3/8/2014 0:00,146.286,11.7029,3.6572,161.6461,3/8/2014 0:00
2128,4,4,253,1566,5,2/27/2014 0:00,3/8/2014 0:00,102.564,8.2051,2.5641,113.3332,3/8/2014 0:00
2129,4,4,255,1698,5,2/27/2014 0:00,3/8/2014 0:00,150.7905,12.0632,3.7698,166.6235,3/8/2014 0:00
2130,4,4,256,1560,5,2/27/2014 0:00,3/8/2014 0:00,13669.425,1093.554,341.7356,15104.7146,3/8/2014 0:00
2131,4,4,259,1692,5,2/27/2014 0:00,3/8/2014 0:00,9948.33,795.8664,248.7083,10992.9047,3/8/2014 0:00
2132,4,4,260,1696,4,2/27/2014 0:00,3/8/2014 0:00,34118.7,2729.496,852.9675,37701.1635,3/8/2014 0:00
2133,4,4,250,1504,1,2/27/2014 0:00,3/8/2014 0:00,551.88,44.1504,13.797,609.8274,3/8/2014 0:00
2134,4,4,254,1544,1,2/27/2014 0:00,3/8/2014 0:00,3811.5,304.92,95.2875,4211.7075,3/8/2014 0:00
2135,4,4,257,1530,2,2/27/2014 0:00,3/8/2014 0:00,28072.275,2245.782,701.8069,31019.8639,3/8/2014 0:00
2136,4,4,261,1508,1,2/27/2014 0:00,3/8/2014 0:00,37312.275,2984.982,932.8069,41230.0639,3/8/2014 0:00
2137,4,4,251,1694,1,2/28/2014 0:00,3/9/2014 0:00,7623,609.84,190.575,8423.415,3/9/2014 0:00
2138,4,4,253,1624,2,2/28/2014 0:00,3/9/2014 0:00,28297.5,2263.8,707.4375,31268.7375,3/9/2014 0:00
2139,4,4,255,1548,2,2/28/2014 0:00,3/9/2014 0:00,59.9445,4.7956,1.4986,66.2387,3/9/2014 0:00
